head_x,head_y,head_z,JAB,JAC,ABC,BCE,JAD,KDE,NIH,MGF,HIC,FGC,label
-228.09 ,-110.16 ,752.64 ,107.05 ,105.42 ,172.51 ,101.03 ,101.03 ,84.96 ,97.59 ,61.02 ,89.00 ,83.64 ,right
-213.14 ,-107.80 ,736.93 ,104.65 ,102.03 ,168.69 ,99.02 ,99.02 ,88.10 ,106.67 ,56.55 ,79.90 ,82.37 ,right
-213.03 ,-107.77 ,736.59 ,104.65 ,102.03 ,168.68 ,99.01 ,99.01 ,86.79 ,107.12 ,59.99 ,84.57 ,89.49 ,right
-233.10 ,-111.83 ,759.15 ,109.12 ,107.24 ,170.61 ,102.64 ,102.64 ,86.14 ,98.65 ,58.66 ,80.94 ,84.54 ,right
-202.73 ,-96.72 ,727.76 ,106.86 ,106.77 ,179.58 ,101.27 ,101.27 ,82.37 ,103.73 ,56.55 ,83.00 ,85.79 ,right
-229.86 ,-95.53 ,734.19 ,110.43 ,110.40 ,179.83 ,104.50 ,104.50 ,85.17 ,106.57 ,60.71 ,79.50 ,86.43 ,right
-243.09 ,-102.24 ,747.31 ,110.57 ,109.08 ,173.52 ,104.72 ,104.72 ,80.38 ,105.12 ,55.20 ,79.02 ,84.32 ,right
-226.03 ,-108.74 ,744.47 ,108.35 ,108.36 ,179.92 ,103.39 ,103.39 ,80.33 ,97.60 ,55.23 ,84.29 ,87.08 ,right
-211.28 ,-97.69 ,726.20 ,106.85 ,106.95 ,179.61 ,102.00 ,102.00 ,84.19 ,107.44 ,59.33 ,88.62 ,84.59 ,right
-238.31 ,-106.03 ,756.62 ,109.87 ,109.81 ,179.75 ,104.32 ,104.32 ,81.17 ,101.30 ,56.67 ,84.54 ,84.07 ,right
-223.66 ,-99.80 ,736.79 ,108.43 ,108.93 ,177.80 ,103.95 ,103.95 ,85.02 ,100.57 ,54.77 ,83.97 ,82.61 ,right
-225.48 ,-100.47 ,737.98 ,108.29 ,108.76 ,177.99 ,103.78 ,103.78 ,84.79 ,98.14 ,56.38 ,86.52 ,82.71 ,right
-234.86 ,-108.62 ,751.25 ,109.38 ,109.39 ,179.99 ,104.43 ,104.43 ,78.96 ,97.15 ,58.11 ,88.17 ,90.62 ,right
-209.32 ,-94.70 ,732.67 ,108.09 ,108.76 ,177.24 ,103.12 ,103.12 ,79.76 ,97.47 ,59.04 ,82.52 ,81.29 ,right
-222.57 ,-108.92 ,755.16 ,107.71 ,107.94 ,179.01 ,102.54 ,102.54 ,82.44 ,102.95 ,56.18 ,80.01 ,82.04 ,right
-221.30 ,-104.45 ,749.54 ,107.31 ,108.01 ,177.00 ,102.45 ,102.45 ,86.96 ,99.82 ,58.53 ,79.32 ,81.16 ,right
-230.41 ,-112.84 ,760.92 ,107.99 ,108.52 ,177.69 ,103.36 ,103.36 ,85.26 ,107.08 ,55.36 ,81.35 ,86.28 ,right
-223.15 ,-104.90 ,743.25 ,107.41 ,107.99 ,177.59 ,102.81 ,102.81 ,88.36 ,107.81 ,59.84 ,86.76 ,84.18 ,right
-208.88 ,-104.27 ,724.19 ,106.65 ,107.12 ,178.00 ,102.53 ,102.53 ,85.96 ,104.07 ,56.39 ,86.13 ,86.28 ,right
-196.12 ,-99.86 ,735.39 ,106.44 ,107.55 ,175.30 ,101.96 ,101.96 ,79.46 ,97.33 ,56.34 ,88.12 ,87.04 ,right
-209.75 ,-94.76 ,743.30 ,107.69 ,107.65 ,179.84 ,103.03 ,103.03 ,80.68 ,96.92 ,59.36 ,82.07 ,84.58 ,right
-209.23 ,-86.99 ,742.63 ,107.81 ,106.14 ,173.09 ,102.25 ,102.25 ,84.01 ,102.14 ,55.26 ,85.12 ,87.30 ,right
-203.54 ,-91.65 ,738.34 ,107.40 ,105.70 ,172.98 ,101.42 ,101.42 ,87.00 ,98.91 ,60.55 ,84.57 ,86.36 ,right
-211.51 ,-95.84 ,748.30 ,107.75 ,106.22 ,173.59 ,102.30 ,102.30 ,87.77 ,97.54 ,58.41 ,80.85 ,88.83 ,right
-211.57 ,-95.87 ,748.36 ,107.75 ,106.22 ,173.59 ,102.30 ,102.30 ,86.66 ,105.89 ,54.68 ,82.81 ,81.40 ,right
-217.72 ,-98.08 ,754.78 ,108.12 ,106.73 ,174.17 ,102.94 ,102.94 ,83.06 ,108.13 ,60.48 ,84.49 ,82.56 ,right
-219.79 ,-97.92 ,751.90 ,109.06 ,109.52 ,178.03 ,104.51 ,104.51 ,83.67 ,109.10 ,59.17 ,85.48 ,84.42 ,right
-219.75 ,-97.10 ,752.75 ,109.07 ,109.52 ,178.10 ,104.50 ,104.50 ,88.60 ,98.48 ,58.04 ,87.20 ,82.29 ,right
-237.15 ,-97.86 ,756.61 ,109.29 ,108.35 ,176.25 ,104.28 ,104.28 ,81.93 ,100.51 ,60.17 ,86.73 ,86.97 ,right
-218.06 ,-88.21 ,729.30 ,108.43 ,109.84 ,174.41 ,104.14 ,104.14 ,82.34 ,107.54 ,60.29 ,79.91 ,86.75 ,right
-218.41 ,-93.40 ,735.21 ,108.13 ,109.35 ,175.42 ,103.47 ,103.47 ,80.07 ,103.19 ,58.14 ,81.77 ,88.36 ,right
-220.05 ,-90.12 ,739.99 ,108.41 ,109.88 ,174.01 ,104.20 ,104.20 ,80.05 ,108.61 ,56.52 ,79.77 ,82.54 ,right
-226.87 ,-86.78 ,746.31 ,111.73 ,110.47 ,174.84 ,104.91 ,104.91 ,79.84 ,102.25 ,55.81 ,82.55 ,82.52 ,right
-226.71 ,-82.67 ,735.97 ,110.08 ,109.87 ,179.21 ,104.19 ,104.19 ,80.57 ,105.33 ,54.86 ,80.35 ,82.88 ,right
-243.46 ,-86.96 ,754.09 ,112.85 ,111.12 ,173.32 ,106.50 ,106.50 ,81.21 ,104.10 ,56.76 ,87.74 ,83.01 ,right
-220.97 ,-81.13 ,731.53 ,109.45 ,109.98 ,177.98 ,104.38 ,104.38 ,86.51 ,106.42 ,56.43 ,81.26 ,80.95 ,right
-227.47 ,-85.66 ,745.79 ,108.51 ,108.42 ,179.65 ,103.36 ,103.36 ,85.94 ,98.53 ,58.08 ,86.68 ,84.17 ,right
-226.89 ,-86.44 ,748.04 ,108.47 ,108.39 ,179.68 ,103.32 ,103.32 ,81.78 ,97.37 ,56.86 ,84.36 ,81.12 ,right
-226.88 ,-86.43 ,748.04 ,108.47 ,108.39 ,179.69 ,103.32 ,103.32 ,83.06 ,100.11 ,59.34 ,81.04 ,82.69 ,right
-231.96 ,-93.42 ,751.83 ,108.25 ,108.03 ,179.15 ,102.87 ,102.87 ,87.34 ,104.67 ,59.73 ,81.33 ,88.38 ,right
-222.76 ,-88.95 ,747.59 ,105.97 ,105.77 ,179.26 ,101.32 ,101.32 ,84.57 ,106.27 ,60.00 ,87.79 ,84.48 ,right
-212.79 ,-93.97 ,730.52 ,105.28 ,106.51 ,174.94 ,101.71 ,101.71 ,86.67 ,106.44 ,61.46 ,83.36 ,90.98 ,right
-211.29 ,-93.85 ,727.61 ,105.19 ,106.39 ,175.05 ,101.64 ,101.64 ,85.15 ,98.27 ,55.68 ,83.42 ,82.78 ,right
-207.73 ,-91.03 ,731.61 ,105.40 ,105.28 ,179.50 ,101.02 ,101.02 ,86.06 ,107.87 ,60.93 ,85.22 ,84.33 ,right
-212.46 ,-86.70 ,732.88 ,106.18 ,106.26 ,179.68 ,101.53 ,101.53 ,80.31 ,105.63 ,61.43 ,80.85 ,81.65 ,right
-213.09 ,-87.99 ,733.58 ,106.20 ,106.29 ,179.63 ,101.57 ,101.57 ,84.19 ,106.24 ,54.84 ,88.20 ,89.87 ,right
-213.74 ,-90.08 ,732.58 ,105.96 ,105.90 ,179.78 ,101.52 ,101.52 ,84.26 ,99.84 ,54.71 ,84.23 ,82.09 ,right
-212.39 ,-91.29 ,731.64 ,105.87 ,105.80 ,179.72 ,101.37 ,101.37 ,88.61 ,98.00 ,54.89 ,82.83 ,81.50 ,right
-214.56 ,-85.06 ,727.41 ,107.33 ,107.30 ,179.86 ,102.26 ,102.26 ,80.59 ,99.37 ,60.04 ,79.40 ,90.85 ,right
-200.60 ,-96.37 ,722.38 ,105.21 ,105.18 ,179.88 ,100.67 ,100.67 ,83.85 ,103.39 ,61.03 ,80.67 ,83.86 ,right
-206.92 ,-96.01 ,731.96 ,105.97 ,105.26 ,177.01 ,101.22 ,101.22 ,83.19 ,107.54 ,54.95 ,87.91 ,90.62 ,right
-190.88 ,-98.35 ,725.98 ,104.30 ,103.64 ,177.23 ,99.71 ,99.71 ,83.77 ,105.98 ,55.56 ,79.69 ,87.94 ,right
-204.29 ,-86.17 ,713.73 ,104.95 ,105.28 ,178.59 ,101.58 ,101.58 ,85.19 ,97.15 ,54.77 ,86.66 ,86.07 ,right
-224.48 ,-93.87 ,745.09 ,109.04 ,108.07 ,176.12 ,104.07 ,104.07 ,80.26 ,106.03 ,57.41 ,88.60 ,82.71 ,right
-181.02 ,-84.35 ,694.76 ,103.14 ,102.31 ,176.39 ,99.54 ,99.54 ,82.10 ,106.01 ,57.20 ,81.02 ,81.78 ,right
-240.20 ,-98.65 ,749.65 ,109.03 ,109.15 ,179.54 ,104.94 ,104.94 ,86.01 ,99.80 ,57.18 ,86.11 ,88.84 ,right
-207.35 ,-97.03 ,704.27 ,105.62 ,105.29 ,178.66 ,101.35 ,101.35 ,80.24 ,96.83 ,58.89 ,79.04 ,85.18 ,right
-235.43 ,-106.27 ,763.03 ,105.74 ,105.84 ,179.61 ,101.68 ,101.68 ,79.40 ,100.15 ,55.36 ,87.63 ,85.35 ,right
-209.23 ,-95.19 ,697.38 ,104.64 ,103.61 ,176.03 ,100.24 ,100.24 ,80.48 ,100.84 ,57.94 ,80.36 ,83.08 ,right
-223.97 ,-99.88 ,744.12 ,105.11 ,104.79 ,178.70 ,101.44 ,101.44 ,84.16 ,103.96 ,55.01 ,84.76 ,81.36 ,right
-233.61 ,-88.70 ,747.26 ,109.90 ,109.48 ,178.28 ,105.55 ,105.55 ,85.64 ,99.73 ,59.36 ,85.76 ,85.34 ,right
-211.48 ,-95.51 ,726.40 ,106.41 ,106.27 ,179.43 ,101.87 ,101.87 ,85.47 ,108.83 ,59.91 ,89.00 ,91.08 ,right
-224.77 ,-89.26 ,744.39 ,107.64 ,107.07 ,177.62 ,102.47 ,102.47 ,85.49 ,104.78 ,60.30 ,81.89 ,83.70 ,right
-212.59 ,-84.52 ,728.88 ,107.00 ,106.26 ,176.94 ,101.29 ,101.29 ,86.68 ,104.27 ,55.12 ,81.59 ,86.99 ,right
-232.56 ,-102.95 ,757.81 ,105.43 ,106.11 ,177.13 ,101.69 ,101.69 ,84.18 ,102.48 ,60.30 ,83.04 ,84.33 ,right
-227.01 ,-81.72 ,740.29 ,105.92 ,106.56 ,177.35 ,102.44 ,102.44 ,79.14 ,103.55 ,61.34 ,80.36 ,84.20 ,right
-210.00 ,-86.13 ,721.70 ,104.20 ,103.73 ,178.06 ,100.12 ,100.12 ,80.67 ,98.93 ,57.46 ,85.37 ,90.47 ,right
-227.56 ,-95.44 ,755.10 ,105.74 ,105.05 ,177.28 ,101.07 ,101.07 ,85.81 ,101.25 ,56.02 ,82.81 ,86.84 ,right
-220.24 ,-83.08 ,732.43 ,104.55 ,104.23 ,178.72 ,100.36 ,100.36 ,84.12 ,107.33 ,56.39 ,81.25 ,86.42 ,right
-218.29 ,-95.28 ,738.86 ,104.15 ,102.92 ,175.03 ,99.91 ,99.91 ,83.48 ,99.84 ,56.35 ,87.94 ,90.65 ,right
-213.85 ,-86.37 ,711.60 ,104.70 ,103.58 ,175.63 ,101.00 ,101.00 ,79.36 ,100.12 ,59.16 ,84.96 ,85.61 ,right
-214.57 ,-101.95 ,739.01 ,103.00 ,103.22 ,179.12 ,99.15 ,99.15 ,83.05 ,97.96 ,59.05 ,84.69 ,85.01 ,right
-215.07 ,-93.31 ,729.38 ,102.38 ,101.81 ,177.64 ,99.32 ,99.32 ,79.57 ,99.23 ,58.19 ,85.46 ,83.01 ,right
-205.76 ,-95.17 ,711.06 ,102.33 ,101.74 ,177.57 ,99.26 ,99.26 ,84.80 ,100.96 ,55.99 ,82.53 ,89.93 ,right
-204.83 ,-95.48 ,720.75 ,101.61 ,102.05 ,178.19 ,98.80 ,98.80 ,87.98 ,97.04 ,56.17 ,85.74 ,83.73 ,right
-214.99 ,-111.91 ,747.85 ,101.65 ,102.59 ,175.88 ,98.88 ,98.88 ,88.66 ,104.65 ,60.92 ,84.38 ,88.93 ,right
-205.27 ,-91.34 ,723.05 ,100.85 ,100.94 ,179.57 ,98.14 ,98.14 ,81.74 ,97.50 ,55.77 ,84.13 ,82.79 ,right
-204.37 ,-92.56 ,713.16 ,100.87 ,100.97 ,179.56 ,98.14 ,98.14 ,87.70 ,108.47 ,57.83 ,85.09 ,87.18 ,right
-223.09 ,-112.99 ,754.61 ,104.28 ,104.77 ,178.00 ,100.57 ,100.57 ,80.91 ,101.61 ,55.93 ,82.00 ,90.09 ,right
-223.16 ,-99.94 ,742.77 ,104.02 ,104.29 ,178.90 ,100.65 ,100.65 ,80.03 ,108.66 ,59.53 ,80.25 ,89.17 ,right
-206.78 ,-101.91 ,712.37 ,103.26 ,102.45 ,176.70 ,99.48 ,99.48 ,88.27 ,100.23 ,59.54 ,86.14 ,90.59 ,right
-219.19 ,-114.80 ,756.55 ,105.19 ,104.97 ,179.07 ,100.72 ,100.72 ,79.34 ,108.43 ,59.63 ,85.28 ,81.74 ,right
-192.36 ,-93.98 ,698.77 ,102.16 ,101.09 ,175.34 ,98.59 ,98.59 ,81.73 ,102.29 ,55.69 ,81.47 ,81.20 ,right
-220.60 ,-112.45 ,761.42 ,104.56 ,104.44 ,179.49 ,100.63 ,100.63 ,84.98 ,107.49 ,57.36 ,85.82 ,89.12 ,right
-219.44 ,-112.54 ,735.43 ,105.36 ,105.13 ,179.05 ,101.77 ,101.77 ,86.06 ,109.10 ,58.94 ,88.92 ,89.98 ,right
-210.79 ,-112.76 ,724.86 ,102.97 ,102.35 ,177.50 ,99.30 ,99.30 ,87.04 ,104.44 ,58.31 ,87.17 ,86.40 ,right
-204.59 ,-114.99 ,725.35 ,102.19 ,101.57 ,177.39 ,98.76 ,98.76 ,80.91 ,98.52 ,60.12 ,81.53 ,87.49 ,right
-204.32 ,-113.53 ,718.59 ,102.12 ,101.47 ,177.29 ,98.54 ,98.54 ,86.35 ,108.81 ,58.39 ,80.89 ,85.30 ,right
-221.12 ,-104.75 ,729.69 ,104.72 ,104.18 ,177.71 ,101.05 ,101.05 ,85.66 ,99.52 ,60.00 ,80.27 ,83.72 ,right
-213.53 ,-103.93 ,721.33 ,101.62 ,101.23 ,178.37 ,98.53 ,98.53 ,85.90 ,103.83 ,55.04 ,86.65 ,89.10 ,right
-223.20 ,-102.80 ,738.52 ,103.96 ,102.89 ,175.55 ,100.18 ,100.18 ,87.31 ,98.30 ,55.76 ,84.24 ,88.64 ,right
-207.43 ,-102.59 ,710.99 ,102.46 ,101.43 ,175.74 ,99.41 ,99.41 ,88.03 ,99.76 ,55.89 ,88.67 ,84.76 ,right
-244.79 ,-120.45 ,746.63 ,108.78 ,108.17 ,177.44 ,105.09 ,105.09 ,80.82 ,101.16 ,61.39 ,86.08 ,82.71 ,right
-187.16 ,-98.84 ,704.91 ,103.99 ,103.13 ,176.18 ,100.03 ,100.03 ,80.13 ,100.88 ,60.47 ,84.01 ,85.64 ,right
-169.26 ,-120.59 ,738.21 ,105.05 ,105.29 ,178.53 ,100.29 ,100.29 ,84.40 ,101.38 ,59.80 ,81.34 ,83.75 ,right
-182.42 ,-124.48 ,739.97 ,107.59 ,103.14 ,155.96 ,99.31 ,99.31 ,80.23 ,106.57 ,57.53 ,86.71 ,88.22 ,right
-63.85 ,-123.07 ,719.81 ,96.40 ,95.27 ,176.77 ,86.28 ,86.28 ,85.23 ,97.16 ,56.24 ,80.05 ,86.46 ,right
-153.29 ,-132.22 ,704.80 ,106.25 ,105.38 ,177.27 ,99.68 ,99.68 ,79.10 ,107.10 ,56.60 ,82.28 ,88.31 ,right
-209.07 ,-137.63 ,688.87 ,112.28 ,111.19 ,175.89 ,107.45 ,107.45 ,83.63 ,102.23 ,61.47 ,84.20 ,82.38 ,right
-112.94 ,-133.87 ,702.39 ,100.12 ,99.15 ,176.27 ,93.97 ,93.97 ,83.82 ,104.33 ,55.03 ,85.54 ,84.54 ,right
-107.62 ,-131.85 ,704.96 ,99.58 ,98.88 ,177.18 ,93.27 ,93.27 ,81.65 ,105.64 ,60.91 ,80.54 ,82.74 ,right
-181.65 ,-126.25 ,706.17 ,109.95 ,109.18 ,176.86 ,106.58 ,106.58 ,87.68 ,102.39 ,60.90 ,88.87 ,84.39 ,right
-148.99 ,-133.45 ,689.88 ,107.13 ,107.60 ,177.94 ,103.53 ,103.53 ,81.80 ,98.01 ,55.36 ,89.03 ,84.08 ,right
-90.77 ,-127.13 ,708.86 ,96.77 ,96.42 ,178.60 ,90.83 ,90.83 ,80.86 ,106.42 ,57.42 ,80.87 ,84.36 ,right
-133.78 ,-126.69 ,713.03 ,99.32 ,99.37 ,179.80 ,95.17 ,95.17 ,82.56 ,98.77 ,55.30 ,84.41 ,81.65 ,right
-180.72 ,-127.77 ,678.56 ,106.05 ,104.81 ,174.25 ,101.64 ,101.64 ,87.91 ,104.26 ,57.10 ,86.20 ,84.85 ,right
-93.01 ,-141.95 ,727.65 ,100.83 ,100.69 ,179.58 ,91.42 ,91.42 ,80.68 ,108.85 ,54.70 ,84.27 ,84.87 ,right
-112.78 ,-130.71 ,728.70 ,110.61 ,108.63 ,174.02 ,102.86 ,102.86 ,84.53 ,97.60 ,61.42 ,82.03 ,89.06 ,right
-178.05 ,-126.21 ,724.29 ,119.62 ,119.65 ,179.89 ,114.02 ,114.02 ,88.76 ,107.83 ,60.60 ,87.01 ,81.60 ,right
-117.25 ,-139.91 ,691.03 ,104.31 ,102.34 ,170.80 ,95.51 ,95.51 ,85.41 ,106.81 ,56.78 ,82.20 ,88.96 ,right
-104.13 ,-133.23 ,697.80 ,103.65 ,101.94 ,172.21 ,94.71 ,94.71 ,83.97 ,98.68 ,55.77 ,87.65 ,87.18 ,right
-166.61 ,-138.12 ,699.48 ,112.26 ,111.40 ,175.03 ,106.59 ,106.59 ,82.19 ,97.64 ,57.72 ,84.78 ,88.09 ,right
-135.12 ,-129.93 ,685.55 ,104.01 ,102.81 ,174.00 ,96.89 ,96.89 ,80.35 ,99.77 ,56.69 ,82.97 ,80.86 ,right
-83.46 ,-125.40 ,703.33 ,97.23 ,95.91 ,174.38 ,88.62 ,88.62 ,88.52 ,105.34 ,56.93 ,88.18 ,87.05 ,right
-161.66 ,-123.78 ,712.70 ,108.58 ,107.05 ,173.23 ,102.37 ,102.37 ,82.15 ,103.20 ,57.63 ,83.99 ,87.87 ,right
-179.30 ,-123.99 ,704.87 ,110.97 ,109.69 ,173.77 ,104.78 ,104.78 ,82.83 ,101.87 ,55.11 ,81.15 ,83.06 ,right
-81.74 ,-126.53 ,699.86 ,96.34 ,95.71 ,177.53 ,88.88 ,88.88 ,80.26 ,97.99 ,61.33 ,84.92 ,83.45 ,right
-133.96 ,-126.42 ,689.39 ,103.11 ,101.42 ,172.74 ,96.40 ,96.40 ,82.93 ,107.42 ,60.92 ,84.62 ,81.80 ,right
-201.13 ,-129.01 ,656.67 ,110.38 ,109.40 ,175.24 ,104.96 ,104.96 ,88.15 ,104.04 ,60.00 ,85.27 ,85.26 ,right
-106.33 ,-130.89 ,677.33 ,99.48 ,98.49 ,175.31 ,91.56 ,91.56 ,84.22 ,107.18 ,54.95 ,85.93 ,81.29 ,right
-116.01 ,-129.54 ,685.74 ,99.11 ,97.87 ,174.49 ,93.73 ,93.73 ,86.43 ,97.89 ,55.50 ,81.06 ,81.21 ,right
-190.46 ,-127.72 ,666.99 ,106.57 ,105.56 ,175.32 ,102.26 ,102.26 ,86.74 ,101.18 ,56.17 ,80.68 ,91.13 ,right
-93.81 ,-132.66 ,695.75 ,95.50 ,95.07 ,178.22 ,88.47 ,88.47 ,87.53 ,104.96 ,58.22 ,82.49 ,81.37 ,right
-114.65 ,-130.69 ,680.41 ,98.08 ,97.11 ,175.75 ,92.87 ,92.87 ,84.48 ,104.82 ,57.19 ,88.44 ,88.73 ,right
-193.60 ,-117.97 ,661.85 ,106.51 ,105.85 ,177.06 ,102.89 ,102.89 ,88.42 ,106.90 ,60.62 ,80.57 ,80.96 ,right
-149.29 ,-124.62 ,662.43 ,102.74 ,102.13 ,177.20 ,98.13 ,98.13 ,79.24 ,100.57 ,60.60 ,80.60 ,83.94 ,right
-107.08 ,-120.88 ,670.89 ,98.29 ,98.47 ,179.23 ,92.41 ,92.41 ,88.33 ,107.24 ,61.11 ,88.11 ,83.28 ,right
-191.86 ,-125.40 ,675.08 ,109.19 ,109.11 ,179.65 ,104.98 ,104.98 ,87.79 ,102.59 ,55.37 ,88.80 ,88.54 ,right
-153.09 ,-127.04 ,674.39 ,104.60 ,104.38 ,178.95 ,100.55 ,100.55 ,79.28 ,106.47 ,61.33 ,84.53 ,89.39 ,right
-88.41 ,-123.11 ,695.19 ,96.27 ,96.44 ,179.30 ,90.37 ,90.37 ,85.67 ,105.46 ,60.34 ,81.92 ,80.92 ,right
-171.27 ,-132.16 ,698.31 ,105.81 ,105.32 ,177.90 ,101.03 ,101.03 ,81.28 ,99.28 ,58.22 ,84.35 ,82.13 ,right
-189.38 ,-125.43 ,678.70 ,107.15 ,106.58 ,177.41 ,103.31 ,103.31 ,87.23 ,97.22 ,57.20 ,86.95 ,82.49 ,right
-99.26 ,-126.37 ,683.57 ,97.55 ,96.83 ,176.67 ,90.87 ,90.87 ,83.13 ,99.23 ,56.05 ,87.94 ,82.07 ,right
-108.80 ,-131.76 ,681.91 ,95.72 ,95.10 ,177.45 ,89.03 ,89.03 ,85.53 ,100.99 ,56.13 ,83.75 ,85.70 ,right
-183.97 ,-128.43 ,665.43 ,104.13 ,103.59 ,177.38 ,99.89 ,99.89 ,83.13 ,103.47 ,61.22 ,85.91 ,86.43 ,right
-147.03 ,-113.99 ,670.97 ,99.92 ,99.72 ,179.03 ,94.95 ,94.95 ,81.98 ,108.30 ,56.25 ,84.68 ,88.06 ,right
-69.65 ,-121.54 ,695.65 ,91.70 ,91.82 ,179.49 ,85.50 ,85.50 ,82.88 ,105.09 ,56.91 ,84.99 ,86.25 ,right
-118.03 ,-120.12 ,672.06 ,96.00 ,95.42 ,177.35 ,91.05 ,91.05 ,84.54 ,101.48 ,57.53 ,82.75 ,82.25 ,right
-173.96 ,-120.20 ,665.81 ,107.64 ,109.20 ,172.30 ,106.76 ,106.76 ,87.04 ,106.91 ,54.66 ,86.56 ,87.37 ,right
-160.81 ,-108.31 ,672.99 ,107.26 ,108.65 ,173.09 ,105.47 ,105.47 ,81.69 ,103.97 ,60.12 ,81.39 ,90.78 ,right
-74.54 ,-122.28 ,686.76 ,93.26 ,93.43 ,179.29 ,87.56 ,87.56 ,79.97 ,100.84 ,54.81 ,84.21 ,88.93 ,right
-163.74 ,-124.82 ,687.08 ,103.67 ,103.03 ,177.39 ,98.65 ,98.65 ,84.42 ,103.22 ,56.55 ,80.34 ,89.05 ,right
-189.70 ,-118.17 ,652.78 ,108.50 ,108.13 ,178.34 ,104.08 ,104.08 ,83.70 ,99.91 ,56.86 ,88.21 ,82.31 ,right
-83.52 ,-127.33 ,677.46 ,95.90 ,96.30 ,178.32 ,90.21 ,90.21 ,80.66 ,108.26 ,57.68 ,88.88 ,84.53 ,right
-136.94 ,-124.89 ,681.10 ,101.45 ,100.88 ,177.61 ,95.70 ,95.70 ,81.66 ,99.63 ,54.87 ,87.69 ,84.28 ,right
-179.08 ,-128.88 ,646.83 ,107.34 ,107.15 ,179.02 ,103.96 ,103.96 ,80.83 ,103.39 ,56.52 ,82.35 ,89.49 ,right
-83.99 ,-133.46 ,676.07 ,94.44 ,94.50 ,179.75 ,88.72 ,88.72 ,80.62 ,99.11 ,56.48 ,80.58 ,83.63 ,right
-103.98 ,-136.43 ,672.61 ,95.47 ,94.65 ,176.27 ,89.62 ,89.62 ,80.68 ,107.19 ,57.46 ,81.98 ,85.83 ,right
-182.24 ,-129.89 ,661.69 ,106.32 ,105.72 ,176.57 ,102.61 ,102.61 ,88.79 ,106.02 ,59.54 ,84.43 ,82.40 ,right
-90.10 ,-120.79 ,678.48 ,97.76 ,98.06 ,178.59 ,92.38 ,92.38 ,82.87 ,98.44 ,57.01 ,85.60 ,85.50 ,right
-166.59 ,-125.26 ,671.69 ,107.74 ,108.21 ,177.39 ,104.72 ,104.72 ,82.95 ,104.20 ,57.51 ,83.74 ,89.09 ,right
-82.68 ,-123.71 ,667.48 ,97.07 ,97.07 ,180.00 ,90.15 ,90.15 ,88.10 ,103.26 ,55.87 ,82.23 ,86.93 ,right
-158.21 ,-125.94 ,706.06 ,107.72 ,109.36 ,172.00 ,106.29 ,106.29 ,84.89 ,98.68 ,60.81 ,78.99 ,86.14 ,right
-132.48 ,-134.68 ,659.99 ,101.67 ,101.57 ,179.53 ,95.19 ,95.19 ,86.13 ,104.25 ,58.91 ,88.95 ,89.20 ,right
-57.28 ,-127.08 ,696.65 ,92.17 ,92.03 ,179.42 ,84.77 ,84.77 ,81.26 ,108.47 ,54.67 ,79.95 ,86.17 ,right
-148.53 ,-129.53 ,664.09 ,103.07 ,101.90 ,173.51 ,97.42 ,97.42 ,83.07 ,99.30 ,57.95 ,85.61 ,90.43 ,right
-154.32 ,-137.32 ,660.14 ,105.01 ,105.41 ,177.74 ,101.64 ,101.64 ,82.59 ,109.02 ,59.97 ,81.12 ,88.18 ,right
-72.77 ,-134.18 ,683.43 ,94.35 ,94.48 ,179.38 ,87.80 ,87.80 ,83.47 ,106.50 ,58.72 ,85.15 ,85.98 ,right
-133.77 ,-127.57 ,685.58 ,100.04 ,99.20 ,176.02 ,94.16 ,94.16 ,89.01 ,102.18 ,56.81 ,80.75 ,88.32 ,right
-160.76 ,-137.25 ,690.44 ,105.10 ,105.38 ,178.54 ,102.21 ,102.21 ,86.77 ,98.83 ,58.13 ,84.45 ,89.02 ,right
-57.78 ,-138.91 ,685.07 ,89.07 ,89.23 ,179.39 ,82.51 ,82.51 ,85.85 ,101.22 ,58.00 ,79.91 ,88.40 ,right
-132.42 ,-131.48 ,682.60 ,99.05 ,98.12 ,175.70 ,93.66 ,93.66 ,85.33 ,108.37 ,54.53 ,80.27 ,87.25 ,right
-159.15 ,-132.41 ,675.91 ,104.93 ,105.87 ,174.79 ,102.41 ,102.41 ,87.17 ,100.01 ,55.15 ,81.70 ,83.79 ,right
-81.04 ,-128.10 ,675.40 ,97.28 ,97.75 ,177.80 ,91.20 ,91.20 ,88.62 ,105.38 ,54.80 ,80.06 ,88.63 ,right
-131.84 ,-132.76 ,681.17 ,103.31 ,102.22 ,174.31 ,98.33 ,98.33 ,79.06 ,103.09 ,56.60 ,80.79 ,89.34 ,right
-143.05 ,-127.10 ,673.55 ,105.55 ,106.74 ,173.05 ,102.80 ,102.80 ,86.59 ,100.91 ,57.84 ,85.98 ,84.57 ,right
-57.27 ,-134.95 ,676.39 ,92.51 ,92.38 ,179.43 ,85.98 ,85.98 ,85.43 ,99.93 ,59.15 ,85.95 ,81.12 ,right
-145.32 ,-131.48 ,690.32 ,103.37 ,102.46 ,175.42 ,98.50 ,98.50 ,87.12 ,100.41 ,58.85 ,87.87 ,88.32 ,right
-134.33 ,-127.94 ,659.70 ,101.97 ,101.24 ,176.41 ,96.97 ,96.97 ,85.74 ,99.35 ,59.91 ,80.11 ,86.13 ,right
-83.46 ,-123.25 ,674.31 ,96.79 ,96.55 ,178.91 ,90.29 ,90.29 ,82.48 ,101.12 ,57.79 ,83.69 ,90.61 ,right
