head_x,head_y,head_z,JAB,JAC,ABC,BCE,JAD,KDE,NIH,MGF,HIC,FGC,label
77.14 ,-98.87 ,642.71 ,80.40 ,79.98 ,177.93 ,76.88 ,76.88 ,61.00 ,118.06 ,55.40 ,81.74 ,87.04 ,forward
78.62 ,-100.75 ,649.40 ,79.25 ,79.17 ,179.66 ,76.07 ,76.07 ,57.81 ,124.40 ,57.26 ,80.67 ,94.37 ,forward
80.21 ,-101.48 ,650.20 ,78.59 ,78.48 ,179.50 ,75.43 ,75.43 ,59.29 ,119.09 ,52.91 ,80.15 ,93.71 ,forward
74.77 ,-96.94 ,642.19 ,78.81 ,78.63 ,179.19 ,75.85 ,75.85 ,60.38 ,126.43 ,56.08 ,83.27 ,86.01 ,forward
80.27 ,-90.62 ,629.79 ,78.25 ,77.94 ,178.31 ,75.29 ,75.29 ,60.70 ,115.95 ,55.31 ,82.15 ,93.31 ,forward
85.32 ,-91.18 ,632.28 ,76.69 ,76.46 ,178.71 ,73.97 ,73.97 ,59.56 ,118.80 ,52.24 ,87.88 ,86.96 ,forward
90.06 ,-100.86 ,643.04 ,77.29 ,77.06 ,178.58 ,75.28 ,75.28 ,59.98 ,116.24 ,54.01 ,81.06 ,90.60 ,forward
90.01 ,-100.78 ,642.96 ,77.29 ,77.05 ,178.58 ,75.29 ,75.29 ,60.90 ,115.22 ,53.78 ,85.24 ,87.16 ,forward
90.01 ,-100.78 ,642.96 ,77.29 ,77.05 ,178.58 ,75.29 ,75.29 ,57.90 ,126.77 ,51.77 ,85.39 ,94.74 ,forward
92.26 ,-101.69 ,645.28 ,77.84 ,77.64 ,178.72 ,75.46 ,75.46 ,61.53 ,119.83 ,58.25 ,84.38 ,93.60 ,forward
64.87 ,-92.09 ,621.24 ,76.35 ,76.20 ,179.20 ,73.25 ,73.25 ,60.34 ,127.62 ,57.94 ,82.65 ,85.65 ,forward
57.94 ,-106.63 ,626.82 ,74.74 ,74.38 ,178.41 ,70.76 ,70.76 ,60.78 ,128.05 ,51.72 ,80.87 ,92.72 ,forward
59.54 ,-112.89 ,633.21 ,73.54 ,73.00 ,177.76 ,68.93 ,68.93 ,55.58 ,127.36 ,52.97 ,80.01 ,91.59 ,forward
65.46 ,-112.17 ,636.68 ,72.94 ,72.28 ,177.22 ,68.05 ,68.05 ,57.42 ,121.09 ,51.86 ,87.12 ,90.19 ,forward
67.36 ,-114.99 ,630.74 ,71.16 ,70.23 ,176.33 ,66.14 ,66.14 ,59.26 ,120.63 ,55.84 ,83.76 ,93.88 ,forward
-10.97 ,-197.81 ,714.89 ,91.92 ,89.40 ,169.25 ,84.28 ,84.28 ,86.46 ,139.30 ,34.75 ,83.85 ,98.46 ,healthy
-11.10 ,-197.86 ,715.04 ,91.92 ,89.41 ,169.26 ,84.29 ,84.29 ,84.84 ,134.37 ,34.55 ,81.95 ,91.03 ,healthy
-11.11 ,-197.86 ,715.05 ,91.92 ,89.41 ,169.26 ,84.29 ,84.29 ,88.32 ,130.32 ,34.20 ,78.63 ,87.94 ,healthy
-15.74 ,-196.61 ,717.52 ,87.79 ,85.40 ,168.47 ,82.04 ,82.04 ,87.73 ,136.13 ,34.66 ,84.50 ,98.32 ,healthy
-12.27 ,-192.14 ,717.01 ,89.32 ,85.54 ,161.40 ,83.71 ,83.71 ,91.60 ,131.29 ,31.49 ,79.07 ,87.53 ,healthy
-13.80 ,-194.40 ,723.40 ,91.02 ,87.53 ,162.64 ,85.56 ,85.56 ,89.62 ,128.44 ,34.43 ,78.25 ,94.26 ,healthy
-8.38 ,-194.13 ,720.16 ,90.73 ,87.19 ,162.48 ,85.05 ,85.05 ,88.73 ,126.50 ,31.93 ,84.49 ,97.40 ,healthy
1.83 ,-182.17 ,699.69 ,89.02 ,85.51 ,164.66 ,83.58 ,83.58 ,87.32 ,138.16 ,34.35 ,79.13 ,92.40 ,healthy
1.76 ,-182.14 ,699.67 ,89.03 ,85.52 ,164.66 ,83.59 ,83.59 ,86.48 ,136.14 ,34.12 ,77.46 ,89.29 ,healthy
-10.58 ,-183.84 ,698.96 ,90.94 ,87.92 ,165.78 ,85.93 ,85.93 ,82.20 ,137.55 ,34.57 ,78.44 ,89.64 ,healthy
-22.37 ,-187.25 ,711.03 ,92.22 ,89.73 ,167.37 ,87.77 ,87.77 ,82.08 ,139.15 ,33.76 ,83.61 ,95.65 ,healthy
-38.02 ,-195.14 ,723.73 ,94.10 ,91.93 ,168.36 ,90.14 ,90.14 ,85.44 ,127.39 ,33.18 ,85.84 ,97.03 ,healthy
-52.40 ,-209.13 ,740.13 ,96.00 ,93.64 ,168.46 ,91.86 ,91.86 ,92.20 ,134.92 ,31.42 ,78.20 ,87.94 ,healthy
-56.41 ,-213.05 ,750.90 ,93.33 ,91.64 ,171.36 ,90.04 ,90.04 ,91.43 ,133.60 ,33.69 ,83.60 ,90.55 ,healthy
-45.29 ,-215.37 ,755.02 ,92.08 ,90.17 ,171.05 ,88.73 ,88.73 ,90.40 ,126.98 ,31.03 ,84.85 ,97.77 ,healthy
-16.36 ,-220.62 ,764.20 ,88.47 ,86.35 ,170.76 ,85.63 ,85.63 ,84.90 ,128.97 ,33.48 ,80.45 ,98.46 ,healthy
-2.62 ,-210.33 ,741.59 ,86.53 ,84.57 ,171.25 ,83.70 ,83.70 ,85.01 ,131.67 ,34.36 ,80.41 ,96.45 ,healthy
-3.55 ,-200.50 ,728.83 ,86.59 ,84.85 ,172.27 ,83.76 ,83.76 ,85.44 ,134.84 ,34.86 ,79.55 ,96.19 ,healthy
-17.08 ,-196.51 ,720.86 ,88.44 ,86.97 ,173.15 ,85.96 ,85.96 ,86.82 ,128.28 ,33.76 ,83.90 ,87.87 ,healthy
-22.45 ,-206.13 ,739.36 ,89.15 ,87.72 ,173.62 ,86.90 ,86.90 ,83.22 ,126.56 ,32.64 ,82.67 ,98.26 ,healthy
-38.52 ,-210.19 ,742.00 ,90.43 ,88.99 ,173.57 ,88.25 ,88.25 ,83.11 ,141.33 ,33.15 ,79.77 ,90.15 ,healthy
-44.54 ,-212.84 ,743.45 ,90.70 ,89.63 ,174.63 ,89.06 ,89.06 ,85.56 ,127.86 ,32.86 ,82.90 ,92.38 ,healthy
-51.76 ,-217.62 ,748.30 ,91.82 ,90.81 ,174.59 ,90.25 ,90.25 ,85.00 ,136.94 ,34.26 ,77.72 ,89.89 ,healthy
-59.60 ,-226.74 ,761.47 ,92.89 ,91.96 ,174.86 ,91.59 ,91.59 ,82.31 ,136.16 ,34.75 ,84.96 ,88.41 ,healthy
-59.94 ,-229.44 ,766.73 ,92.89 ,91.98 ,174.95 ,91.60 ,91.60 ,92.20 ,132.17 ,34.30 ,76.21 ,91.34 ,healthy
-54.07 ,-218.60 ,754.88 ,92.12 ,91.25 ,175.80 ,90.32 ,90.32 ,91.85 ,130.27 ,32.79 ,79.52 ,94.29 ,healthy
-45.96 ,-215.87 ,749.39 ,91.49 ,90.48 ,175.07 ,89.59 ,89.59 ,86.05 ,130.47 ,31.22 ,79.49 ,90.40 ,healthy
-30.57 ,-207.58 ,739.71 ,88.79 ,87.62 ,174.70 ,86.89 ,86.89 ,82.98 ,128.21 ,34.92 ,84.29 ,92.91 ,healthy
-19.12 ,-194.68 ,725.73 ,87.37 ,86.67 ,176.27 ,86.08 ,86.08 ,91.40 ,130.95 ,32.32 ,78.18 ,95.09 ,healthy
-13.08 ,-186.81 ,713.44 ,86.92 ,86.27 ,176.96 ,84.97 ,84.97 ,86.23 ,136.52 ,33.05 ,78.40 ,98.00 ,healthy
-9.18 ,-177.01 ,699.86 ,86.53 ,85.58 ,175.60 ,84.20 ,84.20 ,88.59 ,126.40 ,32.25 ,84.21 ,92.57 ,healthy
-14.31 ,-187.30 ,706.32 ,87.23 ,86.32 ,175.50 ,85.15 ,85.15 ,87.28 ,128.55 ,31.26 ,85.78 ,91.01 ,healthy
-19.53 ,-192.37 ,712.58 ,87.84 ,87.09 ,176.33 ,86.15 ,86.15 ,92.14 ,126.88 ,34.80 ,79.94 ,95.80 ,healthy
-28.75 ,-201.03 ,728.95 ,88.88 ,87.83 ,174.90 ,87.44 ,87.44 ,89.13 ,137.83 ,33.18 ,85.25 ,95.90 ,healthy
-34.63 ,-203.38 ,734.05 ,89.66 ,88.56 ,174.69 ,88.02 ,88.02 ,85.06 ,140.08 ,34.05 ,77.19 ,95.05 ,healthy
-35.06 ,-204.75 ,735.00 ,89.68 ,88.59 ,174.75 ,88.07 ,88.07 ,88.34 ,135.17 ,33.47 ,85.57 ,95.19 ,healthy
-42.93 ,-205.41 ,742.22 ,89.90 ,89.15 ,175.96 ,88.58 ,88.58 ,87.17 ,138.37 ,31.71 ,85.53 ,92.21 ,healthy
-48.55 ,-217.01 ,753.95 ,90.94 ,90.14 ,175.70 ,89.72 ,89.72 ,83.44 ,129.13 ,31.16 ,85.62 ,93.72 ,healthy
-52.40 ,-221.73 ,758.05 ,91.35 ,90.25 ,174.54 ,89.97 ,89.97 ,89.32 ,127.88 ,34.02 ,85.46 ,92.75 ,healthy
-52.40 ,-221.73 ,758.06 ,91.35 ,90.25 ,174.53 ,89.97 ,89.97 ,86.95 ,129.79 ,33.11 ,80.23 ,88.87 ,healthy
-52.40 ,-221.73 ,758.07 ,91.35 ,90.25 ,174.53 ,89.97 ,89.97 ,90.26 ,133.62 ,34.23 ,81.36 ,91.31 ,healthy
-52.40 ,-221.73 ,758.07 ,91.35 ,90.25 ,174.53 ,89.97 ,89.97 ,87.12 ,137.28 ,33.19 ,81.39 ,94.05 ,healthy
-41.71 ,-212.75 ,746.63 ,90.63 ,89.38 ,173.82 ,88.75 ,88.75 ,90.56 ,132.63 ,31.62 ,85.29 ,92.77 ,healthy
-34.86 ,-204.23 ,739.57 ,89.13 ,88.14 ,174.93 ,87.26 ,87.26 ,83.87 ,139.77 ,32.34 ,85.64 ,90.96 ,healthy
-24.70 ,-196.58 ,725.80 ,87.21 ,86.19 ,174.66 ,85.46 ,85.46 ,88.79 ,139.96 ,32.84 ,82.18 ,91.80 ,healthy
-20.89 ,-189.89 ,715.97 ,86.94 ,85.81 ,174.14 ,84.85 ,84.85 ,85.60 ,139.05 ,31.42 ,81.60 ,95.41 ,healthy
-15.75 ,-185.87 ,707.96 ,85.24 ,84.36 ,175.70 ,83.08 ,83.08 ,89.88 ,127.41 ,34.43 ,76.24 ,89.98 ,healthy
-22.72 ,-186.94 ,711.46 ,85.84 ,85.00 ,175.90 ,84.18 ,84.18 ,82.33 ,141.15 ,33.25 ,85.84 ,89.09 ,healthy
-29.01 ,-198.88 ,732.19 ,87.19 ,85.81 ,173.26 ,85.58 ,85.58 ,85.11 ,128.41 ,34.37 ,77.94 ,93.00 ,healthy
-33.68 ,-201.97 ,736.65 ,88.36 ,87.07 ,173.69 ,86.57 ,86.57 ,88.46 ,140.28 ,31.43 ,84.02 ,97.05 ,healthy
-37.41 ,-204.11 ,739.04 ,88.81 ,87.34 ,172.80 ,87.06 ,87.06 ,86.60 ,135.93 ,33.39 ,77.99 ,89.11 ,healthy
-42.09 ,-206.73 ,740.47 ,89.18 ,87.74 ,172.94 ,87.50 ,87.50 ,83.16 ,130.43 ,32.00 ,83.63 ,91.01 ,healthy
-45.28 ,-210.62 ,744.26 ,90.28 ,88.83 ,172.74 ,88.42 ,88.42 ,90.52 ,140.93 ,31.39 ,79.69 ,89.55 ,healthy
-49.56 ,-217.10 ,759.70 ,90.93 ,89.38 ,172.93 ,88.65 ,88.65 ,84.18 ,141.71 ,34.13 ,78.64 ,87.61 ,healthy
-50.04 ,-216.41 ,759.12 ,90.97 ,89.42 ,172.94 ,88.67 ,88.67 ,85.34 ,136.05 ,31.26 ,76.73 ,88.14 ,healthy
-63.59 ,-214.91 ,753.67 ,91.90 ,90.48 ,173.43 ,90.19 ,90.19 ,85.22 ,128.92 ,31.93 ,80.15 ,91.47 ,healthy
-54.96 ,-208.94 ,745.21 ,92.07 ,90.85 ,174.61 ,89.39 ,89.39 ,91.87 ,139.88 ,32.44 ,79.18 ,96.91 ,healthy
-43.72 ,-202.45 ,735.81 ,91.33 ,89.87 ,173.51 ,88.68 ,88.68 ,87.38 ,131.06 ,31.50 ,81.34 ,93.07 ,healthy
-26.46 ,-193.36 ,716.13 ,89.80 ,88.31 ,173.37 ,86.56 ,86.56 ,87.15 ,128.37 ,33.06 ,82.68 ,90.51 ,healthy
-18.48 ,-190.43 ,707.59 ,88.60 ,87.10 ,173.37 ,85.14 ,85.14 ,87.79 ,133.96 ,31.24 ,80.73 ,97.58 ,healthy
-20.79 ,-194.89 ,716.21 ,88.33 ,86.71 ,172.79 ,85.23 ,85.23 ,87.71 ,138.12 ,34.89 ,85.04 ,94.82 ,healthy
-8.89 ,-192.14 ,713.01 ,85.64 ,84.05 ,173.48 ,82.54 ,82.54 ,84.62 ,141.62 ,33.09 ,79.25 ,97.29 ,healthy
7.38 ,-183.74 ,698.55 ,84.04 ,82.53 ,173.78 ,80.30 ,80.30 ,89.15 ,130.09 ,34.27 ,78.60 ,95.50 ,healthy
3.08 ,-182.14 ,697.40 ,84.36 ,82.82 ,173.46 ,80.85 ,80.85 ,91.01 ,131.39 ,34.90 ,79.58 ,92.98 ,healthy
-5.74 ,-192.16 ,709.21 ,85.55 ,83.81 ,172.29 ,82.71 ,82.71 ,86.93 ,135.77 ,32.09 ,81.72 ,98.48 ,healthy
-21.05 ,-199.86 ,725.30 ,86.93 ,85.63 ,174.10 ,84.69 ,84.69 ,86.46 ,133.16 ,32.18 ,76.72 ,90.86 ,healthy
-34.29 ,-203.60 ,724.99 ,88.76 ,87.50 ,173.99 ,86.34 ,86.34 ,84.18 ,128.25 ,33.23 ,79.52 ,89.01 ,healthy
-46.64 ,-208.98 ,742.23 ,91.03 ,89.67 ,173.43 ,88.21 ,88.21 ,84.03 ,126.04 ,33.56 ,76.66 ,90.21 ,healthy
-51.22 ,-210.09 ,749.10 ,90.47 ,89.52 ,175.16 ,88.27 ,88.27 ,86.83 ,128.72 ,33.06 ,79.21 ,87.72 ,healthy
-49.42 ,-208.82 ,743.77 ,90.67 ,89.34 ,173.53 ,88.08 ,88.08 ,83.98 ,134.96 ,34.05 ,76.40 ,92.43 ,healthy
-40.31 ,-202.66 ,735.33 ,89.54 ,88.18 ,173.23 ,86.73 ,86.73 ,90.95 ,129.49 ,33.98 ,77.89 ,93.90 ,healthy
-21.75 ,-196.76 ,720.06 ,86.96 ,85.49 ,172.96 ,84.22 ,84.22 ,82.89 ,135.96 ,34.53 ,80.60 ,94.98 ,healthy
-10.17 ,-180.31 ,696.94 ,86.57 ,85.28 ,174.19 ,82.98 ,82.98 ,82.36 ,133.16 ,31.34 ,81.09 ,87.71 ,healthy
-8.87 ,-181.08 ,694.89 ,86.49 ,85.23 ,174.01 ,83.03 ,83.03 ,82.32 ,127.39 ,31.71 ,77.88 ,94.56 ,healthy
-11.23 ,-185.46 ,698.97 ,86.51 ,85.27 ,173.92 ,83.33 ,83.33 ,84.36 ,136.31 ,32.41 ,84.49 ,89.31 ,healthy
-22.84 ,-195.55 ,717.53 ,86.92 ,85.85 ,174.79 ,84.48 ,84.48 ,83.62 ,141.26 ,31.26 ,78.36 ,89.00 ,healthy
-30.50 ,-197.62 ,723.11 ,87.56 ,86.39 ,174.40 ,85.61 ,85.61 ,92.17 ,140.51 ,32.30 ,77.50 ,95.44 ,healthy
-30.89 ,-195.94 ,723.47 ,87.82 ,86.69 ,174.45 ,85.63 ,85.63 ,90.79 ,128.55 ,34.45 ,77.89 ,97.41 ,healthy
-27.43 ,-195.87 ,722.21 ,87.24 ,86.09 ,174.33 ,84.98 ,84.98 ,88.46 ,141.37 ,33.92 ,78.06 ,95.48 ,healthy
-16.48 ,-192.35 ,708.09 ,86.31 ,85.18 ,174.69 ,83.25 ,83.25 ,85.62 ,140.35 ,33.39 ,79.63 ,90.37 ,healthy
-14.22 ,-176.73 ,696.85 ,85.48 ,83.94 ,172.56 ,82.50 ,82.50 ,83.63 ,133.10 ,32.52 ,76.75 ,92.84 ,healthy
-13.76 ,-174.34 ,692.21 ,85.54 ,83.95 ,172.20 ,82.44 ,82.44 ,91.18 ,134.96 ,32.29 ,85.43 ,91.11 ,healthy
-12.57 ,-173.70 ,690.42 ,85.48 ,83.86 ,172.10 ,82.32 ,82.32 ,89.71 ,131.83 ,33.29 ,84.00 ,90.87 ,healthy
-16.07 ,-181.88 ,699.49 ,85.39 ,84.07 ,173.41 ,82.70 ,82.70 ,89.06 ,127.15 ,32.77 ,84.64 ,92.90 ,healthy
-30.63 ,-189.61 ,710.21 ,87.31 ,86.08 ,173.35 ,85.02 ,85.02 ,88.17 ,129.36 ,32.86 ,77.02 ,93.64 ,healthy
-34.17 ,-195.63 ,720.71 ,86.65 ,85.50 ,173.80 ,84.88 ,84.88 ,89.18 ,127.42 ,34.01 ,83.77 ,94.84 ,healthy
-35.62 ,-197.94 ,722.28 ,86.98 ,85.77 ,174.00 ,85.24 ,85.24 ,86.96 ,136.85 ,32.94 ,84.82 ,90.10 ,healthy
-35.43 ,-196.98 ,721.00 ,86.89 ,85.82 ,174.81 ,85.10 ,85.10 ,84.03 ,141.83 ,34.04 ,80.09 ,89.89 ,healthy
-35.10 ,-196.66 ,721.49 ,87.31 ,86.12 ,174.25 ,85.36 ,85.36 ,86.78 ,128.20 ,33.28 ,85.83 ,98.11 ,healthy
-41.40 ,-228.96 ,793.51 ,86.59 ,86.21 ,178.10 ,85.25 ,85.25 ,85.99 ,131.41 ,34.90 ,83.60 ,89.42 ,healthy
-45.38 ,-228.97 ,794.03 ,86.93 ,86.61 ,178.29 ,86.26 ,86.26 ,87.73 ,136.24 ,32.63 ,77.54 ,98.22 ,healthy
-42.75 ,-224.26 ,789.16 ,87.54 ,87.11 ,177.93 ,86.02 ,86.02 ,90.46 ,139.42 ,34.08 ,79.07 ,88.82 ,healthy
-32.53 ,-216.56 ,781.89 ,86.16 ,85.78 ,178.20 ,84.56 ,84.56 ,84.39 ,140.18 ,32.01 ,76.34 ,88.89 ,healthy
-32.52 ,-216.56 ,781.86 ,86.16 ,85.78 ,178.19 ,84.56 ,84.56 ,83.66 ,141.22 ,34.47 ,77.38 ,88.28 ,healthy
-38.95 ,-228.46 ,790.74 ,86.95 ,86.31 ,176.80 ,85.40 ,85.40 ,84.60 ,134.57 ,33.10 ,81.33 ,87.49 ,healthy
-42.01 ,-229.78 ,792.15 ,86.90 ,86.70 ,178.95 ,85.84 ,85.84 ,85.61 ,140.45 ,31.47 ,85.35 ,93.79 ,healthy
-41.26 ,-229.21 ,789.41 ,87.12 ,86.91 ,178.92 ,85.74 ,85.74 ,85.79 ,128.52 ,32.64 ,84.58 ,91.15 ,healthy
-41.83 ,-226.81 ,787.94 ,86.84 ,86.90 ,179.70 ,85.40 ,85.40 ,88.72 ,136.00 ,32.02 ,84.53 ,97.03 ,healthy
-49.32 ,-228.27 ,797.76 ,88.27 ,88.14 ,179.37 ,86.76 ,86.76 ,86.15 ,136.06 ,33.38 ,85.04 ,89.91 ,healthy
-48.49 ,-244.52 ,820.30 ,88.78 ,88.57 ,178.91 ,87.37 ,87.37 ,91.58 ,136.40 ,32.97 ,77.04 ,89.98 ,healthy
-37.75 ,-247.61 ,814.74 ,85.60 ,85.66 ,179.72 ,84.57 ,84.57 ,89.81 ,133.35 ,32.80 ,83.86 ,94.54 ,healthy
-48.17 ,-240.85 ,809.03 ,86.56 ,86.73 ,179.22 ,85.45 ,85.45 ,86.30 ,131.64 ,31.39 ,77.54 ,91.26 ,healthy
-73.81 ,-236.71 ,803.63 ,88.17 ,89.90 ,171.70 ,87.72 ,87.72 ,90.65 ,127.71 ,33.79 ,79.99 ,94.44 ,healthy
-53.37 ,-241.86 ,807.75 ,84.84 ,86.96 ,171.71 ,84.75 ,84.75 ,89.58 ,129.46 ,31.25 ,78.18 ,91.12 ,healthy
-26.49 ,-240.36 ,807.47 ,84.37 ,85.20 ,171.50 ,82.28 ,82.28 ,90.95 ,136.27 ,31.05 ,76.56 ,91.98 ,healthy
-20.90 ,-235.20 ,805.68 ,83.79 ,84.23 ,171.66 ,81.04 ,81.04 ,83.02 ,134.42 ,31.56 ,80.93 ,97.90 ,healthy
-35.29 ,-252.91 ,818.15 ,87.98 ,88.28 ,172.21 ,85.26 ,85.26 ,88.90 ,138.47 ,32.49 ,84.60 ,93.56 ,healthy
-57.22 ,-251.78 ,820.31 ,91.41 ,91.63 ,172.59 ,88.26 ,88.26 ,83.89 ,127.47 ,34.07 ,80.89 ,94.79 ,healthy
-27.03 ,-221.51 ,784.97 ,85.13 ,85.07 ,179.72 ,83.70 ,83.70 ,91.70 ,140.84 ,32.89 ,79.69 ,90.77 ,healthy
-26.33 ,-223.43 ,785.45 ,84.79 ,84.73 ,179.74 ,83.41 ,83.41 ,87.33 ,135.38 ,33.20 ,78.40 ,90.49 ,healthy
-37.57 ,-238.96 ,803.75 ,87.71 ,87.54 ,179.20 ,86.27 ,86.27 ,87.59 ,134.35 ,34.21 ,83.43 ,94.32 ,healthy
-40.91 ,-237.54 ,804.01 ,87.77 ,87.61 ,179.17 ,86.63 ,86.63 ,91.64 ,130.85 ,31.27 ,76.53 ,91.75 ,healthy
-51.64 ,-232.40 ,800.86 ,89.77 ,89.80 ,179.84 ,88.20 ,88.20 ,85.28 ,139.63 ,32.20 ,83.88 ,94.30 ,healthy
-44.35 ,-237.44 ,808.60 ,89.00 ,88.76 ,178.74 ,87.35 ,87.35 ,82.64 ,136.36 ,34.00 ,82.77 ,90.03 ,healthy
-25.91 ,-233.62 ,797.12 ,83.66 ,84.99 ,174.70 ,82.50 ,82.50 ,86.14 ,140.82 ,33.27 ,84.78 ,91.25 ,healthy
-23.06 ,-233.92 ,796.22 ,81.49 ,82.98 ,174.72 ,80.82 ,80.82 ,88.86 ,133.63 ,31.05 ,81.04 ,93.56 ,healthy
-25.50 ,-238.19 ,802.99 ,83.90 ,84.66 ,177.39 ,81.93 ,81.93 ,89.79 ,137.23 ,34.40 ,77.72 ,97.55 ,healthy
-25.66 ,-240.64 ,805.88 ,83.27 ,84.70 ,174.75 ,81.86 ,81.86 ,87.72 ,141.23 ,34.69 ,79.77 ,96.97 ,healthy
-28.84 ,-241.59 ,806.40 ,84.11 ,85.49 ,174.24 ,82.52 ,82.52 ,85.19 ,137.02 ,33.49 ,83.17 ,94.08 ,healthy
-29.08 ,-220.90 ,787.78 ,89.79 ,87.95 ,171.56 ,85.38 ,85.38 ,89.68 ,137.17 ,31.33 ,79.36 ,88.81 ,healthy
-30.88 ,-220.03 ,787.20 ,89.91 ,88.07 ,171.55 ,85.58 ,85.58 ,82.98 ,138.92 ,33.38 ,83.10 ,98.41 ,healthy
-28.57 ,-226.87 ,795.63 ,88.76 ,87.38 ,173.29 ,84.87 ,84.87 ,87.83 ,136.62 ,32.32 ,77.71 ,94.45 ,healthy
-32.21 ,-245.37 ,798.61 ,86.00 ,86.13 ,179.31 ,84.60 ,84.60 ,90.19 ,132.81 ,34.55 ,77.75 ,88.46 ,healthy
-27.20 ,-235.62 ,799.20 ,84.13 ,83.84 ,178.51 ,82.41 ,82.41 ,83.55 ,135.92 ,32.34 ,78.38 ,87.89 ,healthy
-24.06 ,-233.87 ,796.70 ,83.87 ,83.53 ,178.26 ,81.94 ,81.94 ,85.56 ,128.55 ,34.82 ,82.07 ,96.05 ,healthy
-25.71 ,-236.85 ,799.57 ,83.92 ,83.61 ,178.37 ,82.08 ,82.08 ,90.47 ,137.49 ,31.27 ,83.20 ,97.52 ,healthy
-41.29 ,-222.16 ,795.35 ,89.45 ,88.50 ,175.55 ,86.41 ,86.41 ,83.62 ,138.08 ,32.83 ,76.32 ,96.16 ,healthy
-44.57 ,-221.32 ,784.53 ,90.04 ,88.47 ,172.57 ,87.17 ,87.17 ,85.39 ,133.64 ,34.79 ,85.17 ,93.86 ,healthy
-41.61 ,-225.39 ,782.16 ,89.85 ,88.25 ,172.88 ,86.67 ,86.67 ,83.00 ,130.67 ,33.89 ,85.65 ,90.91 ,healthy
-32.06 ,-221.10 ,783.59 ,86.86 ,85.39 ,173.75 ,84.13 ,84.13 ,87.31 ,127.22 ,31.16 ,77.17 ,96.57 ,healthy
-21.47 ,-222.00 ,782.76 ,85.22 ,83.95 ,174.76 ,82.57 ,82.57 ,88.27 ,134.96 ,33.63 ,79.00 ,92.42 ,healthy
-23.24 ,-223.09 ,784.73 ,85.13 ,84.11 ,175.81 ,82.84 ,82.84 ,91.54 ,127.69 ,32.50 ,82.81 ,92.22 ,healthy
-16.72 ,-233.93 ,803.95 ,84.19 ,82.96 ,175.01 ,81.94 ,81.94 ,82.93 ,136.22 ,31.43 ,76.27 ,91.08 ,healthy
-29.87 ,-236.04 ,806.10 ,86.73 ,85.94 ,176.97 ,84.43 ,84.43 ,90.76 ,141.77 ,31.48 ,81.73 ,95.37 ,healthy
-36.92 ,-245.68 ,814.93 ,87.37 ,86.50 ,176.37 ,85.85 ,85.85 ,85.89 ,141.60 ,34.66 ,76.65 ,90.77 ,healthy
-48.29 ,-239.40 ,808.78 ,89.43 ,88.80 ,177.34 ,87.88 ,87.88 ,86.79 ,137.81 ,32.32 ,80.56 ,90.21 ,healthy
-52.58 ,-237.32 ,808.76 ,89.70 ,89.08 ,177.38 ,88.21 ,88.21 ,83.66 ,129.81 ,33.94 ,83.57 ,94.99 ,healthy
-52.78 ,-237.34 ,808.77 ,89.72 ,89.09 ,177.37 ,88.23 ,88.23 ,86.61 ,133.37 ,32.35 ,84.57 ,93.95 ,healthy
-52.78 ,-237.34 ,808.77 ,89.72 ,89.09 ,177.37 ,88.23 ,88.23 ,89.77 ,126.79 ,34.62 ,76.48 ,91.10 ,healthy
-78.87 ,-237.58 ,807.04 ,94.67 ,94.20 ,177.48 ,92.90 ,92.90 ,83.14 ,130.18 ,34.24 ,76.38 ,94.54 ,healthy
-81.38 ,-234.85 ,802.07 ,95.35 ,94.88 ,177.32 ,93.30 ,93.30 ,88.14 ,127.95 ,33.04 ,84.89 ,96.51 ,healthy
-81.99 ,-230.29 ,799.07 ,95.72 ,95.25 ,177.20 ,93.45 ,93.45 ,84.05 ,130.32 ,34.55 ,80.54 ,93.54 ,healthy
-70.34 ,-225.52 ,794.61 ,95.70 ,94.72 ,174.78 ,93.20 ,93.20 ,91.89 ,134.13 ,31.53 ,85.22 ,90.77 ,healthy
-55.78 ,-219.98 ,779.98 ,92.14 ,91.48 ,176.77 ,90.22 ,90.22 ,84.12 ,125.97 ,33.40 ,84.67 ,90.94 ,healthy
-36.22 ,-225.18 ,785.26 ,89.59 ,88.62 ,175.63 ,87.44 ,87.44 ,85.15 ,134.61 ,32.37 ,82.13 ,92.42 ,healthy
-42.68 ,-225.74 ,790.89 ,90.08 ,89.27 ,176.39 ,88.15 ,88.15 ,82.89 ,134.37 ,32.56 ,85.39 ,95.08 ,healthy
-46.92 ,-232.78 ,798.44 ,90.06 ,89.39 ,177.08 ,88.69 ,88.69 ,83.10 ,136.11 ,31.28 ,80.40 ,87.62 ,healthy
-65.13 ,-237.93 ,802.63 ,93.21 ,92.43 ,175.90 ,91.69 ,91.69 ,83.75 ,132.31 ,34.98 ,79.82 ,87.77 ,healthy
-82.90 ,-238.74 ,803.07 ,95.30 ,94.76 ,176.86 ,93.72 ,93.72 ,86.40 ,140.77 ,34.23 ,77.81 ,97.53 ,healthy
-88.43 ,-241.16 ,805.14 ,96.10 ,95.80 ,178.09 ,94.47 ,94.47 ,83.74 ,140.44 ,32.48 ,79.48 ,91.10 ,healthy
-58.21 ,-228.35 ,794.07 ,91.56 ,91.25 ,178.37 ,89.07 ,89.07 ,83.59 ,134.04 ,31.47 ,78.29 ,95.87 ,healthy
